Distance_(pixels),Gray_Value,Distance_(cm),Relative_Gray_Value
578,2.827,8.984455959,0.01111001945
579,2.823,9,0.01109429958
580,3.333,9.015544041,0.01309858325
581,3.333,9.031088083,0.01309858325
582,3,9.046632124,0.01178990391
583,3,9.062176166,0.01178990391
584,2,9.077720207,0.007859935942
585,2,9.093264249,0.007859935942
586,2,9.10880829,0.007859935942
587,2,9.124352332,0.007859935942
588,2,9.139896373,0.007859935942
589,2,9.155440415,0.007859935942
590,2.163,9.170984456,0.008500520721
591,2.156,9.186528497,0.008473010945
592,3,9.202072539,0.01178990391
593,3.333,9.21761658,0.01309858325
594,4,9.233160622,0.01571987188
595,4,9.248704663,0.01571987188
596,5,9.264248705,0.01964983985
597,6.589,9.279792746,0.02589455896
598,8.074,9.295336788,0.0317305614
599,8.069,9.310880829,0.03171091156
600,9,9.32642487,0.03536971174
601,9.061,9.341968912,0.03560943978
602,9.056,9.357512953,0.03558978994
603,8.463,9.373056995,0.03325931894
604,6.453,9.388601036,0.02536008332
605,4.688,9.404145078,0.01842368985
606,3.333,9.419689119,0.01309858325
607,3.333,9.435233161,0.01309858325
608,3.333,9.450777202,0.01309858325
609,3.333,9.466321244,0.01309858325
610,3.333,9.481865285,0.01309858325
611,4,9.497409326,0.01571987188
612,4,9.512953368,0.01571987188
613,4.013,9.528497409,0.01577096147
614,5.664,9.544041451,0.02225933859
615,5.667,9.559585492,0.02227112849
